timestamp,"battery_soc"
"Nov 5, 2020 @ 14:25:58.629","0.23036512577805396"
"Nov 5, 2020 @ 14:25:53.565","0.22997964233660026"
"Nov 5, 2020 @ 14:25:48.484","0.2293998155174778"
"Nov 5, 2020 @ 14:25:43.422","0.22872482387802265"
"Nov 5, 2020 @ 14:25:38.313","0.22795230678244674"
"Nov 5, 2020 @ 14:25:33.230","0.22795560676324753"
"Nov 5, 2020 @ 14:25:28.184","0.2287264578135855"
"Nov 5, 2020 @ 14:25:23.131","0.22769639293348398"
"Nov 5, 2020 @ 14:25:18.079","0.22769967212843206"
"Nov 5, 2020 @ 14:25:13.027","0.22675810434309468"
"Nov 5, 2020 @ 14:25:07.967","0.22718453475595987"
"Nov 5, 2020 @ 14:25:02.911","0.22745140377509734"
"Nov 5, 2020 @ 14:24:57.867","0.22726300414427866"
"Nov 5, 2020 @ 14:24:52.789","0.22677964680056273"
"Nov 5, 2020 @ 14:24:47.722","0.22728168267819926"
"Nov 5, 2020 @ 14:24:42.650","0.22763086048127143"
"Nov 5, 2020 @ 14:24:37.599","0.22789733114137511"
"Nov 5, 2020 @ 14:24:32.512","0.2280809008041536"
"Nov 5, 2020 @ 14:24:27.444","0.22835285343699585"
"Nov 5, 2020 @ 14:24:22.374","0.2293342891213589"
"Nov 5, 2020 @ 14:24:17.272","0.2298400325476669"
"Nov 5, 2020 @ 14:24:12.211","0.2297394463369134"
"Nov 5, 2020 @ 14:24:07.173","0.23063789406516982"
"Nov 5, 2020 @ 14:24:02.121","0.23005132493050723"
"Nov 5, 2020 @ 14:23:57.071","0.2299883567031438"
"Nov 5, 2020 @ 14:23:52.015","0.2306568745298652"
"Nov 5, 2020 @ 14:23:46.969","0.23184556842367296"
"Nov 5, 2020 @ 14:23:41.909","0.23205600921766747"
"Nov 5, 2020 @ 14:23:36.865","0.2326549160890702"
"Nov 5, 2020 @ 14:23:31.819","0.23358516411762215"
"Nov 5, 2020 @ 14:23:26.749","0.23361663560723506"
"Nov 5, 2020 @ 14:23:21.693","0.23325975767329887"
"Nov 5, 2020 @ 14:23:16.624","0.23338568906811083"
